ID,Item_Outlet_Sales
FDW58OUT049,1715.5536693465817
FDW14OUT017,1438.7926138220575
NCN55OUT010,719.4959071589335
FDQ58OUT017,2474.4381433857648
FDY38OUT027,5742.385057677404
FDH56OUT046,1940.6398357046023
FDL48OUT018,749.7822099762109
FDC48OUT027,2097.3086521699834
FDN33OUT045,1536.9951764608686
FDA36OUT017,2888.338478535114
FDT44OUT017,1828.634494135222
FDQ56OUT045,1468.2916813394609
NCC54OUT019,656.8468911987792
FDU11OUT049,1977.9251766565224
DRL59OUT013,872.6744555087172
FDM24OUT049,2495.076547737075
FDI57OUT045,3098.101178165315
DRC12OUT018,3013.1000241405113
NCM42OUT027,2974.169634408895
FDA46OUT010,472.9108435914384
FDA31OUT013,2958.2555350737534
NCJ31OUT035,3559.785509429892
FDG52OUT046,880.2584035532554
NCL19OUT019,356.6409502255319
FDS10OUT035,3160.046692543449
FDX22OUT010,569.0022105411094
NCF19OUT035,881.9423490392794
NCE06OUT046,2574.2253855708254
DRC27OUT046,3753.423593053326
FDE21OUT035,1979.343914927094
NCR42OUT019,99.03324439014885
FDX51OUT018,2743.1066153576817
NCR06OUT018,622.0219737570083
FDU31OUT027,5549.013913006062
FDU59OUT017,2430.2036040978737
FDR03OUT027,5198.5334412895645
FDS49OUT027,2250.6113581011273
FDD48OUT010,262.77111631878194
NCF18OUT017,3043.0506006137457
NCD43OUT027,2587.3352551631942
NCD54OUT018,1930.31669463058
FDY19OUT010,243.65063711439464
NCY54OUT017,2710.0871787987644
NCL19OUT018,2108.3437798573664
FDP23OUT010,531.961958446438
FDC26OUT013,1844.5838864224572
FDR14OUT010,207.65520906875219
NCS41OUT035,3198.6769842423964
FDF41OUT035,3842.027384003734
FDU34OUT046,2017.4183812996919
DRH11OUT046,1033.5383946399043
FDM03OUT013,1785.9070236823611
FDS31OUT017,3105.406290152542
FDJ20OUT017,1888.7176181909804
FDV44OUT027,4753.882298614269
FDG02OUT049,2964.0041129202664
FDA09OUT013,3145.347359970552
FDT04OUT013,771.7922745665875
FDL58OUT019,559.7608888678562
FDE52OUT045,1445.8228148030116
FDW12OUT035,2585.4053678530404
FDL51OUT017,3529.2451603022805
NCY42OUT027,3212.4934928737534
FDR07OUT017,1616.7635090537508
FDN40OUT045,2393.9607312687017
FDB35OUT027,2552.9725460866725
FDA22OUT017,2576.0531870426485
NCL06OUT046,3902.174634917013
FDI35OUT013,3216.5202031334884
NCW42OUT045,3632.124997824838
NCX06OUT049,3062.2101444779382
FDC37OUT027,2707.2519466551894
FDZ14OUT018,1661.9907475627676
DRG49OUT049,4056.302018084742
NCG06OUT045,3841.6169090932717
DRC36OUT045,2878.6730127031847
FDV21OUT019,385.7987304197541
FDB53OUT046,2757.3085637835197
DRP47OUT019,563.1946653691189
FDA14OUT013,2570.9622772777734
DRC24OUT035,2670.992434937494
FDW21OUT018,1526.893131898576
NCH29OUT046,1864.6890046047383
FDU58OUT013,2994.902937852337
FDY27OUT017,2762.6813898487717
FDV56OUT035,1811.5291118548434
FDT59OUT046,3780.460058660008
FDB23OUT046,3324.7093130314693
FDR49OUT045,861.2725754619368
FDB03OUT010,579.2691749825456
FDN39OUT045,2764.641273970554
FDX02OUT027,5619.603693422334
FDQ16OUT027,2671.102087705806
FDU35OUT018,1433.0004749840414
NCT29OUT013,1986.9895325401137
FDZ27OUT046,958.7135535189908
FDN57OUT017,2016.6746871627352
FDA03OUT018,2092.909879358249
FDZ36OUT045,3097.7846398735974
NCU05OUT013,1272.724364815713
FDT39OUT018,2281.7075771381087
FDK60OUT017,1612.8482823503748
FDZ25OUT017,2939.0607626321002
FDG12OUT046,2131.4394745933296
DRB01OUT019,479.353409026531
NCC43OUT027,5600.810165805588
FDX13OUT019,547.5159259232094
FDM22OUT049,938.0763329187213
FDJ03OUT027,1524.9096228789751
FDU14OUT018,3424.8870645002817
FDB33OUT010,385.2517680965632
FDP27OUT046,3232.151225771312
FDO38OUT010,180.6904656975783
FDE28OUT027,5855.631118097571
FDO27OUT035,1651.8391876413652
DRL23OUT027,2463.4468842267183
FDS28OUT046,1004.6768164837908
FDX24OUT013,1392.1743911289634
FDZ02OUT035,1651.6657042029792
FDL46OUT045,1797.3677268498502
FDS60OUT027,5048.086971707552
NCO06OUT017,766.5381939798318
FDO16OUT035,1596.5877055244425
FDC60OUT049,1568.7597794365754
FDA48OUT018,3377.8228120152276
FDZ36OUT027,5374.81778758582
FDK27OUT045,1877.341532697704
FDW23OUT018,766.3511313165758
FDM14OUT018,1509.772158368415
FDM14OUT013,1650.463403727797
FDW60OUT018,2626.3605837477226
FDE21OUT013,1912.8765316167649
NCM42OUT035,1904.13231039653
FDY59OUT010,205.705185030473
DRI49OUT049,1346.7217605006572
FDT28OUT019,301.8342496072584
FDQ22OUT018,597.0628835064873
FDR60OUT049,1247.4462607602948
FDC50OUT019,271.13101244585954
FDV24OUT013,2496.2432033469945
DRF48OUT010,472.0418493649588
FDQ47OUT046,858.0892644908406
DRN36OUT049,1580.0599834500765
NCY06OUT035,2069.2407442383205
FDE52OUT035,1498.5955741885743
NCB54OUT045,1846.4801980880757
NCF31OUT035,2573.22837145896
FDJ08OUT027,5181.786669883808
NCC07OUT017,1687.0033748647052
NCD19OUT027,1768.0480327702053
FDL46OUT049,1884.1709708954418
FDM20OUT045,4006.9941724753753
NCI06OUT010,473.1113681868306
DRM11OUT035,3995.6356844774114
NCH07OUT018,2396.814841839028
FDS23OUT013,2063.7791312557233
FDO49OUT018,736.7176444956593
FDS35OUT049,1063.5346567385654
DRK39OUT045,1383.2881258879736
DRI39OUT049,968.2624545429996
FDV04OUT017,2509.528192889296
NCN14OUT035,3084.738481027912
FDH08OUT013,3808.768016912411
FDS20OUT046,3247.624455038437
FDV40OUT049,1164.1894011919605
FDZ48OUT010,241.17045347525337
FDS24OUT027,2491.044996023161
FDK44OUT049,2801.730142490868
FDS48OUT045,2719.1887920381105
FDK26OUT010,471.77191088900094
FDD23OUT045,3084.901353270551
NCH54OUT017,2787.2913077281432
NCP14OUT010,257.2106515685643
FDM60OUT010,120.78315582542832
FDV24OUT017,2385.6433700490597
FDH08OUT018,3135.369001654902
FDS12OUT027,3387.0773332319745
FDR39OUT027,5097.945683325164
FDP12OUT027,1224.5451051787682
DRF60OUT027,5396.496344880363
FDC09OUT035,1781.26832071178
FDF50OUT018,2983.9969388675922
FDG28OUT035,3937.4430986345455
NCE19OUT017,903.0773899261123
NCM53OUT010,268.3811702969992
NCN18OUT049,1715.0406019265827
FDF32OUT035,3375.1829936274835
FDF11OUT013,3909.4127705124365
DRI59OUT049,3901.9799530416158
NCG54OUT035,2914.107821986511
FDM44OUT046,1659.7674079718076
FDT57OUT018,2947.4255556711582
FDV24OUT046,2357.2677189630895
FDI50OUT019,548.6901861385887
FDS09OUT035,903.2984883337252
NCC31OUT027,4103.10889871562
FDQ07OUT019,495.94185413496075
FDC22OUT017,3113.3808309567366
FDZ56OUT046,2680.257245991261
FDZ40OUT019,153.03694680220525
FDS46OUT027,2911.7312791826753
DRD24OUT045,1970.0039836927126
FDV45OUT017,3124.2876425328573
FDL26OUT045,2723.4981488944654
FDA56OUT018,1701.980043634745
FDN27OUT046,1886.508405843491
FDM20OUT049,4005.883420696464
FDO16OUT017,1589.6039155074259
FDL03OUT035,3230.8448800350975
FDE58OUT046,1942.0962285253754
FDI02OUT027,3057.375414209825
NCC55OUT019,110.09829616439579
FDR03OUT018,2786.7154852313206
FDB14OUT017,1552.5885862437644
FDR45OUT013,4027.1330665672263
NCN07OUT017,2064.911345434619
FDM51OUT019,289.76885767179095
FDT52OUT027,6253.787448171651
FDL26OUT046,2558.818242497687
NCZ42OUT046,3385.2629430769753
DRI47OUT019,388.3053185817599
FDW40OUT013,2207.577384499218
FDN34OUT046,2858.816929818393
FDS01OUT035,3215.8553723588725
NCG55OUT045,1868.917405975381
FDC11OUT035,1344.347354126751
FDX35OUT018,3045.559578818249
NCB06OUT046,2648.9786544346734
FDR09OUT019,552.3917617498539
FDC53OUT017,1626.8663861386528
FDY45OUT013,4036.524757159283
FDA22OUT010,404.7508146132609
FDE02OUT035,1615.6549651955731
FDW21OUT045,1714.4158457224805
FDV34OUT046,1210.0795480343875
FDS59OUT049,1796.0635706035405
NCW17OUT017,2129.320597256171
NCK54OUT046,1956.0440174686332
FDG17OUT019,574.7091966243831
FDG35OUT017,2827.4737404874113
FDD08OUT010,128.1540801045667
NCO07OUT017,3560.0550257769437
FDJ10OUT010,252.3313484859276
FDW36OUT017,1680.2508925386355
FDW21OUT010,242.6763931627405
FDY19OUT017,1910.9812757560094
DRE03OUT013,823.2613101983246
NCC55OUT049,819.6438510826885
FDH52OUT010,165.2390365365183
FDO09OUT017,4083.0901916741814
FDU43OUT045,3827.4468948189547
FDX09OUT010,428.27014692557736
FDH40OUT019,254.1206984036098
FDW58OUT017,1677.8512644655411
FDC47OUT017,3930.0963076250105
NCR41OUT035,1677.4905356220797
DRG49OUT035,3928.6413738714427
FDC52OUT027,4049.9184567441025
FDY13OUT046,1167.1141341352838
FDY35OUT013,825.7757679803449
FDI35OUT017,3180.861325191675
NCU18OUT049,2166.069001623451
FDY33OUT018,2437.0198575934483
FDC15OUT027,3736.805562140349
FDU01OUT049,3207.553579602942
NCU42OUT046,2857.2174201705616
NCV29OUT018,2541.715355839611
NCY30OUT017,3042.752954788817
FDQ46OUT049,1744.017183914535
FDG58OUT027,4076.9915868110293
FDK33OUT017,3734.564704890681
NCD07OUT045,1776.8104284664723
NCX29OUT027,3756.7108745294217
NCT42OUT013,2438.8447421679953
DRN59OUT035,841.79468864154
FDI44OUT035,1275.5573841310436
FDA45OUT049,2528.7324234787084
FDP31OUT045,1096.9265726018168
FDY01OUT046,1907.9915307401234
FDT09OUT018,1727.731833361144
DRH03OUT027,2380.418306069098
FDA36OUT018,2553.621711699431
NCF31OUT017,2531.900406639767
FDG14OUT049,2503.0735061407336
FDG28OUT027,6204.3153423904105
FDU14OUT049,3997.2522455899866
FDY47OUT019,275.83287403254735
FDI56OUT049,1447.1031421102398
DRD01OUT013,850.8953887962139
FDM22OUT046,988.9103291375759
FDH33OUT013,790.3272498367154
DRZ24OUT013,1948.6415834844086
NCQ38OUT046,1725.576754164936
FDO16OUT027,2324.0918003799147
FDU07OUT027,3703.9121909304604
NCB07OUT013,2894.0844796891492
FDU48OUT045,1921.192421468168
NCM43OUT045,2793.611940344348
FDR31OUT010,335.3881604334528
DRK49OUT018,622.3057121134864
NCI30OUT010,724.2030955976377
DRD60OUT017,3121.333074876947
NCG19OUT046,3355.00425863457
FDH12OUT035,1673.1330300061445
FDM32OUT035,1495.9961026392716
FDM27OUT035,2677.348401311232
NCU53OUT027,4273.931405883702
NCQ18OUT046,1665.8150808126693
FDS10OUT013,2968.7238153602702
FDB33OUT027,4047.843427602754
FDI12OUT013,1451.4588167338195
NCW42OUT013,3635.004604790936
NCC06OUT018,1841.7614856039238
FDW02OUT017,2041.1477020750986
NCD43OUT017,1741.6247459528186
FDM57OUT018,1195.21484358095
FDA58OUT017,3683.5769160242635
FDK56OUT046,3155.214815186021
FDP52OUT045,3870.1680451607886
FDW20OUT018,1786.5373158554937
FDS52OUT049,1663.6910685894538
NCT29OUT018,1663.978055245974
NCL54OUT013,2903.795129381181
FDC05OUT045,3013.8296111907443
FDF34OUT035,2989.199178025012
FDP03OUT027,3193.577590725597
FDD32OUT010,183.75847598677424
FDZ10OUT045,1941.280056749084
FDZ40OUT035,934.4460795814126
FDD51OUT018,707.6315806071642
NCY30OUT019,430.4017655368373
FDP58OUT017,3530.530596050158
FDV49OUT017,4234.09075906491
FDY24OUT019,150.94228774610554
NCO55OUT017,1769.3843428337202
FDR13OUT017,1876.9008076114928
FDS51OUT017,1055.4618397648019
FDP26OUT045,1610.3949960222808
NCB54OUT027,3725.9617827404127
FDF32OUT017,3167.081511496433
FDN31OUT018,2757.4383792510425
DRM48OUT017,819.0694707151061
FDN20OUT049,2757.9828604746212
DRL01OUT046,3646.955175469095
FDV56OUT049,1706.8686323730376
DRH13OUT027,2503.044186987946
FDA03OUT017,2646.739093760794
FDF47OUT027,5972.8434074780225
FDX32OUT046,2688.797517966277
FDX57OUT049,1664.4530899481347
NCA30OUT045,2948.179049515781
FDO49OUT013,806.8164956895783
FDL04OUT019,271.0576546810073
DRM48OUT035,829.4396360464763
FDR16OUT013,3341.028699198834
NCC19OUT018,2841.214252263932
NCE42OUT045,3264.9386910931544
FDY24OUT017,1062.7750611681174
FDH19OUT049,2756.3393580129064
FDJ46OUT013,2739.1378282103933
FDN45OUT010,571.7098280666241
FDY08OUT035,2150.1342977383556
FDZ37OUT035,1510.93706816605
NCT30OUT045,836.0525921367313
DRY23OUT018,667.785652660557
NCZ30OUT018,1747.1849020340146
FDC44OUT018,1521.127758479971
FDB45OUT035,1669.343915119244
FDY04OUT013,2611.1734840106133
FDM27OUT046,2677.2608713117197
FDZ43OUT017,3954.8032050974894
FDT39OUT019,336.5979916463715
NCC06OUT019,311.5037466836573
FDL15OUT027,3934.284160723232
FDL57OUT017,4223.367993081809
FDU08OUT046,1581.8305231567385
FDK40OUT017,4023.004115511474
FDQ12OUT010,611.1493118923612
FDS48OUT017,2700.8758414610497
FDP09OUT045,3624.623364113648
FDW21OUT049,1701.7567913024454
FDY25OUT035,3241.089227921122
DRE13OUT017,1463.0460047237814
FDV43OUT019,96.11006448238666
FDD22OUT045,1752.9820630379318
FDM46OUT019,313.2631244563326
NCO30OUT010,500.8965257999789
FDM25OUT046,2860.1084891359274
NCN41OUT049,2074.4281277184923
FDU24OUT045,1566.4094783845562
FDZ50OUT046,3139.520047368799
FDP45OUT013,4065.5088278198023
NCM54OUT045,1928.7041059844423
FDW10OUT019,363.25325410831397
FDP20OUT017,1983.0856262471843
FDK32OUT046,2592.751788402902
FDN52OUT049,1360.9287489969024
FDM58OUT045,1751.2322221812055
FDZ46OUT027,2758.400368222597
NCA18OUT018,1697.085592009359
FDD35OUT046,2045.1238672919706
NCK31OUT035,894.1461375088933
FDI40OUT027,2699.051329788531
FDT50OUT019,252.66436612794897
NCT06OUT046,2681.1497845918852
FDT31OUT035,3136.5619293870036
FDT45OUT049,920.2895379046251
FDT13OUT045,3032.597745157195
FDO50OUT045,1427.223923094144
NCU18OUT010,331.5252765894757
NCR54OUT049,3234.156312198139
NCO18OUT018,2543.470403954625
FDU09OUT045,885.7879159004858
FDT13OUT018,2741.3573499438144
FDE09OUT046,1838.6090214598607
NCK53OUT019,251.09661065584712
FDG45OUT049,3775.913455933212
DRH15OUT035,896.0853248442837
FDO21OUT019,502.33652864711576
FDD14OUT027,5389.932535052012
FDC09OUT046,1736.1966895034295
FDH45OUT027,1281.2744340178383
FDV32OUT046,1229.189395177215
FDG12OUT035,2059.535405392993
FDS32OUT013,2103.0555721197575
NCL55OUT018,3298.4649635079736
DRE01OUT035,3906.243661208959
DRE15OUT049,1270.9897006827089
NCL42OUT045,3808.0390159092844
FDP31OUT013,987.6658845091749
FDN33OUT018,1342.5976323915747
FDZ59OUT046,2808.3276504569576
FDE45OUT010,406.2206658155628
FDJ07OUT013,1735.1847372329962
FDQ45OUT018,2601.6576705589237
FDM33OUT027,5751.378971432277
FDO15OUT010,180.66278658843146
FDM46OUT013,1529.7505483938598
FDR03OUT045,3373.882407402847
FDY49OUT018,2356.4360678840617
FDQ60OUT045,1835.294991687386
FDW10OUT049,2629.5169624008
FDO51OUT049,875.6201570304047
FDJ40OUT018,1369.4794185481296
FDS20OUT018,2653.3499127845676
FDU45OUT013,1878.4058111677205
FDV02OUT035,3031.295225113134
FDN09OUT046,3791.9188661227636
NCM55OUT027,5208.318477972469
FDN23OUT018,2158.7981357898116
FDY31OUT010,391.0959386400404
FDW03OUT010,261.88395218071656
FDD14OUT046,2798.655835451421
FDV23OUT017,1921.2182371173503
DRI03OUT045,2709.509135960575
FDN13OUT035,1534.390167291881
FDF45OUT027,1733.1112941629024
FDU46OUT035,1490.1524324739137
FDB57OUT049,3644.5648154417577
FDV12OUT049,1683.7033752512464
FDQ58OUT013,2439.5205752159345
NCA18OUT017,1834.4763612433494
FDH52OUT049,1003.8788665698604
FDM24OUT018,2275.5343746206827
NCP43OUT027,4404.946980225217
NCO18OUT019,458.6563495140654
FDM32OUT017,1456.2510828407042
NCL07OUT017,782.0351548802964
FDK03OUT013,4228.183340738981
FDP59OUT017,1635.1350509860922
FDQ24OUT049,3959.264347901933
FDQ16OUT018,1384.7269606741265
FDU44OUT013,2490.153393519938
FDH28OUT010,147.91366944744735
FDV28OUT019,150.65235305604057
FDM22OUT045,929.2983676293037
FDR56OUT046,3006.829213945364
FDV39OUT049,2959.0232624723703
FDU37OUT019,256.25543644319356
FDQ11OUT010,672.1317895070829
FDX02OUT045,3792.9758556601296
NCS42OUT018,1355.2980930040621
FDY57OUT027,2645.93813171549
FDB21OUT049,3854.72485410158
FDE28OUT017,3704.012418147052
FDQ55OUT017,1961.182903836394
FDA48OUT049,3596.5370832778444
FDZ19OUT045,2645.393127241723
NCC43OUT045,3641.836321193659
NCV18OUT046,1456.9058492315387
NCA42OUT018,2539.680820904363
FDY45OUT046,3901.3911721106774
NCC30OUT045,2942.576489616204
FDM57OUT013,1406.6007727876852
FDL09OUT010,434.84107368929546
FDB09OUT027,3297.078454732671
FDT44OUT035,1805.3436445365637
NCT06OUT027,3997.2880450030557
FDX26OUT049,3180.0460434439506
FDK32OUT013,2587.0193385975613
DRA12OUT046,2090.300406787728
FDO46OUT010,542.3260881744941
FDE52OUT013,1403.4276748029793
NCH42OUT045,3785.506073772331
FDV08OUT035,874.7175219624224
FDB47OUT018,3119.3444202721776
FDC28OUT010,229.8589297363145
FDD22OUT046,1779.561293565238
FDS07OUT027,3312.3579037111135
DRI13OUT045,3682.3151140670316
FDG32OUT018,3513.8164382392188
FDU14OUT017,4060.536176299052
FDD28OUT019,176.6236274159929
NCP41OUT017,1729.033954894164
FDS08OUT049,2698.745070359269
FDX47OUT045,2520.321050831719
FDC53OUT019,241.3591147826336
FDQ19OUT035,3737.2192631931775
FDL14OUT045,2523.858112140944
FDM33OUT019,567.2228311329558
FDA51OUT045,1828.5460226704176
FDZ27OUT018,766.3799262705206
FDT04OUT046,795.6021888439094
DRC13OUT049,1961.2358922262192
FDR16OUT027,5096.565404624473
FDQ03OUT027,6097.250749340313
FDE38OUT035,2723.393308620294
DRH23OUT027,1887.776040504983
FDT11OUT019,596.9850497922594
FDD09OUT035,3236.859110083739
FDR40OUT045,1372.7431404344427
FDX07OUT017,3131.2709201397274
FDR07OUT035,1617.376196920544
FDA51OUT017,1914.7375647486142
FDT59OUT019,537.7146037607685
FDF20OUT017,3141.4420866028904
FDR13OUT045,1829.075283098175
FDY26OUT049,3588.591633136813
FDW04OUT017,1964.3545402638736
FDK52OUT017,3915.987867204832
FDN60OUT049,2775.232036566219
FDM09OUT019,399.6920097932023
FDP46OUT049,1386.9036745132669
FDB50OUT019,256.368746212028
NCQ29OUT049,3815.713226840776
FDP16OUT027,6058.683134691668
FDX33OUT018,2429.4445319779
FDP07OUT010,465.76041304573295
FDN22OUT046,3640.7605263251303
FDF39OUT049,4003.0169464932173
FDS21OUT017,1052.8743959969388
NCM42OUT013,1666.8082872346283
FDK50OUT019,448.6125544131101
DRF13OUT027,3350.603534205367
FDH35OUT018,2272.4454432578145
FDP60OUT018,1345.0852595813221
DRJ49OUT027,2855.673105168314
NCT42OUT019,362.36889164480425
FDE38OUT049,2679.5937509953096
FDI04OUT049,3235.223815582355
NCH54OUT045,2758.762544309951
FDT56OUT049,974.2179339888784
DRD15OUT018,3106.034959754274
FDV58OUT013,2873.185514926006
FDP21OUT049,3403.8430006331528
FDH05OUT013,3680.960351219796
FDR10OUT027,4171.484345296588
NCP06OUT045,2296.4139062913755
FDF33OUT049,1678.6678529659464
DRK37OUT013,3102.454320914297
DRH49OUT045,1330.998451191674
FDT58OUT013,2676.6810668163707
FDD41OUT018,1458.9527485247816
FDP40OUT018,1686.6115090393234
FDM51OUT027,2679.1146833492053
FDO45OUT010,195.80019457420204
FDW33OUT010,239.63158000023574
FDY24OUT045,1033.2255833610914
FDB10OUT010,580.5330216043253
FDM40OUT035,2113.9889264483627
NCI06OUT017,3083.3126287809255
FDW12OUT019,318.13047869697965
FDX48OUT027,4271.047634762025
NCW05OUT027,2618.671835899447
FDX27OUT017,1577.5238796005704
DRM37OUT045,3205.381376109733
FDA38OUT045,3838.655820979699
FDR36OUT046,860.1032166593119
FDZ45OUT046,3257.151511917221
FDG05OUT017,2646.809242842351
FDK28OUT013,4326.95260395566
FDV47OUT045,1393.770786402823
FDN21OUT045,2713.2122101012005
FDP20OUT027,3447.20248270891
FDI35OUT045,3036.845970621975
DRY23OUT013,832.4737082102787
FDA56OUT017,1992.5631255219234
FDB09OUT013,1946.5846595574503
NCO26OUT027,2713.999205108765
FDQ49OUT018,2485.6291154100163
FDI52OUT027,3208.976718473257
FDZ44OUT027,2929.550614868094
FDZ09OUT018,2424.5601212805395
FDY03OUT049,1883.0099520584358
NCG42OUT017,2077.0853769198434
DRI13OUT027,5630.41004725208
FDQ32OUT013,1983.0779962048196
FDW16OUT035,1492.2276352374795
FDU27OUT046,878.5613369545042
FDR28OUT010,381.9783737024354
FDQ49OUT010,355.74541655512024
FDS37OUT046,1957.1205575951617
FDW26OUT018,3143.8835814377176
FDX12OUT018,3115.7421087171797
NCP06OUT013,2488.188724259357
FDW45OUT010,338.10083914816204
NCN30OUT049,1547.9098751859908
FDN24OUT049,930.1950260332383
NCL41OUT027,1193.938778983086
FDR02OUT019,293.83784511686963
FDD09OUT010,415.88411969344276
FDS33OUT010,187.01722489756332
FDU22OUT045,1883.6907972297633
FDI53OUT013,2598.6483703049144
DRH01OUT049,2797.7997779648185
FDX32OUT013,2292.0048232446607
NCP30OUT018,644.2571692189216
FDB60OUT045,3021.7641175917593
